Rk,Player,Nation,Position,Squad,Age,Born,90s,Goals,PK,PKatt,Shots Total,Shots on Target,FK Shots,Shots on Target %,Shots per 90,SOT per 90,Goals per Shot,Goals per SOT,xG,npxG,npxG per Shot,Goals minus xG,np Goals minus xG,Assists,xA,Assists-xA,KeyPasses,Total Passes Completed,Total Passes Attempted,Total Passes Completed%,Short Passes Completed,Short Attempted Passes,Short Passes Completed%,Medium Passes Completed,Medium Passes Attempted,Medium Passes Completed%,Long Passes Completed,Long Passes Attempted,Long Passes Completed%,Passes With LF,Passes with RF,Free Kick Passes,Through Ball Passes,Corner Kicks,Throw Ins,Passes into final third,Passes Into Penalty Box,Crosses into Penalty Box
255,Lucas,br BRA,MID,Hoffenheim,20,1999,0.0,1,0,0,1,1,0,100.0,30.00,30.00,1.00,1.00,0.6,0.6,0.64,+0.4,+0.4,0,0.0,0.0,0,2,2,100.0,0,0,0,2,2,100.0,0,0,0,0,2,0,0,0,0,0,0,0
256,Dodi Lukebakio,cd COD,FWD,Hertha BSC,21,1997,15.7,5,0,0,30,12,2,40.0,1.91,0.76,0.17,0.42,3.7,3.7,0.12,+1.3,+1.3,5,3.2,+1.8,24,336,445,75.5,15,27,55.6,252,310,81.3,69,108,63.9,324,88,6,2,19,7,17,11,4
257,Andreas Luthe,de GER,GK,Augsburg,32,1987,1.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,18,23,78.3,0,0,0,10,11,90.9,8,12,66.7,2,18,2,0,0,0,0,0,0
258,Arne Maier,de GER,MID,Hertha BSC,20,1999,3.0,0,0,0,4,2,0,50.0,1.32,0.66,0.00,0.00,0.1,0.1,0.03,-0.1,-0.1,0,0.2,-0.2,4,134,160,83.8,4,9,44.4,93,100,93.0,37,51,72.5,16,141,4,0,5,0,11,2,0
259,Yunus Mallı,tr TUR,FWD,Union Berlin,27,1992,3.1,0,0,0,7,2,0,28.6,2.24,0.64,0.00,0.00,0.5,0.5,0.07,-0.5,-0.5,1,0.1,+0.9,1,48,64,75.0,5,7,71.4,40,49,81.6,3,8,37.5,3,52,0,0,3,0,2,0,0
260,Streli Mamba,de GER,FWD,Paderborn 07,25,1994,13.6,5,0,0,23,10,0,43.5,1.70,0.74,0.22,0.50,4.0,4.0,0.18,+1.0,+1.0,2,1.5,+0.5,8,160,213,75.1,9,18,50.0,132,167,79.0,19,28,67.9,22,160,0,1,0,4,8,1,0
261,Aarón Martín,es ESP,DEF,Mainz 05,22,1997,16.5,0,0,0,9,3,1,33.3,0.55,0.18,0.00,0.00,0.3,0.3,0.03,-0.3,-0.3,0,2.5,-2.5,26,563,762,73.9,4,24,16.7,444,519,85.5,115,219,52.5,553,40,34,1,44,140,37,14,9
262,Javi Martínez,es ESP,DEF,Bayern Munich,30,1988,6.2,0,0,0,1,0,0,0.0,0.16,0.00,0.00,0,0.1,0.1,0.15,-0.1,-0.1,0,0.1,-0.1,1,436,470,92.8,2,2,100.0,298,314,94.9,136,154,88.3,88,359,8,1,0,0,33,4,0
263,Omar Mascarell,es ESP,MID,Schalke 04,26,1993,22.5,0,0,0,10,2,0,20.0,0.44,0.09,0.00,0.00,0.4,0.4,0.04,-0.4,-0.4,1,0.9,+0.1,8,1102,1280,86.1,11,30,36.7,677,746,90.8,414,504,82.1,234,933,46,2,2,1,75,7,0
264,Jean-Philippe Mateta,fr FRA,FWD,Mainz 05,22,1997,3.9,2,0,0,15,7,0,46.7,3.86,1.80,0.13,0.29,2.5,2.5,0.17,-0.5,-0.5,0,0.0,0.0,1,50,73,68.5,2,5,40.0,44,63,69.8,4,5,80.0,13,41,0,0,0,0,2,0,0
265,Rabbi Matondo,wal WAL,FWD,Schalke 04,18,2000,5.8,1,0,0,12,3,0,25.0,2.06,0.51,0.08,0.33,1.1,1.1,0.09,-0.1,-0.1,0,0.5,-0.5,4,78,114,68.4,7,14,50.0,62,86,72.1,9,14,64.3,11,95,0,3,0,1,2,1,0
266,Philipp Max,de GER,DEF,Augsburg,25,1993,20.6,7,1,1,25,10,10,40.0,1.22,0.49,0.24,0.60,3.4,2.6,0.10,+3.6,+3.4,5,3.9,+1.1,45,651,961,67.7,5,33,15.2,491,586,83.8,155,342,45.3,665,95,65,0,69,160,55,32,11
267,Alexandru Maxim,ro ROU,MID,Mainz 05,29,1990,1.2,0,0,0,3,0,0,0.0,2.41,0.00,0.00,0,0.1,0.1,0.03,-0.1,-0.1,0,0.5,-0.5,5,61,78,78.2,1,3,33.3,46,50,92.0,14,25,56.0,5,65,3,0,10,3,5,0,0
268,Kevin Mbabu,ch SUI,DEF,Wolfsburg,24,1995,8.8,1,0,0,4,1,0,25.0,0.45,0.11,0.25,1.00,0.4,0.4,0.10,+0.6,+0.6,0,0.7,-0.7,6,310,445,69.7,6,34,17.6,222,274,81.0,82,137,59.9,55,262,2,0,0,94,27,5,4
269,Weston McKennie,us USA,MID,Schalke 04,20,1998,13.7,0,0,0,15,2,0,13.3,1.10,0.15,0.00,0.00,1.8,1.8,0.12,-1.8,-1.8,0,1.1,-1.1,9,496,632,78.5,8,24,33.3,361,429,84.1,127,179,70.9,109,426,9,1,0,22,37,5,0
270,Joshua Mees,de GER,MID,Union Berlin,23,1996,1.7,0,0,0,5,1,0,20.0,2.90,0.58,0.00,0.00,0.3,0.3,0.06,-0.3,-0.3,0,0.0,0.0,2,37,48,77.1,3,7,42.9,28,34,82.4,6,7,85.7,7,32,0,0,0,1,2,1,1
271,Admir Mehmedi,ch SUI,FWD,Wolfsburg,28,1991,9.4,2,0,0,12,5,0,41.7,1.28,0.53,0.17,0.40,0.9,0.9,0.07,+1.1,+1.1,2,1.2,+0.8,14,294,419,70.2,11,32,34.4,232,293,79.2,51,94,54.3,32,347,14,3,18,8,25,11,1
272,Münir Mercan,de GER,FWD,Schalke 04,18,2000,0.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,5,6,83.3,0,0,0,5,5,100.0,0,1,0.0,4,1,0,0,0,1,0,0,0
273,Jorge Meré,es ESP,DEF,Köln,22,1997,3.7,0,0,0,1,0,0,0.0,0.27,0.00,0.00,0,0.0,0.0,0.02,0.0,0.0,0,0.0,0.0,1,144,171,84.2,0,0,0,78,87,89.7,66,84,78.6,36,121,9,0,0,0,12,0,0
274,Sven Michel,de GER,FWD,Paderborn 07,29,1990,10.6,3,0,0,29,12,0,41.4,2.74,1.13,0.10,0.25,3.8,3.8,0.13,-0.8,-0.8,1,0.6,+0.4,10,161,262,61.5,5,27,18.5,140,200,70.0,16,35,45.7,183,43,0,1,0,1,10,7,1
275,Juan Miranda,es ESP,DEF,Schalke 04,19,2000,2.9,0,0,0,3,1,0,33.3,1.02,0.34,0.00,0.00,0.1,0.1,0.03,-0.1,-0.1,0,0.2,-0.2,3,103,129,79.8,2,2,100.0,77,91,84.6,24,36,66.7,96,3,3,0,0,21,6,6,2
276,Maximilian Mittelstädt,de GER,DEF,Hertha BSC,22,1997,15.3,1,0,0,15,2,0,13.3,0.98,0.13,0.07,0.50,0.5,0.5,0.03,+0.5,+0.5,2,1.2,+0.8,16,596,846,70.4,12,42,28.6,449,538,83.5,135,266,50.8,512,126,22,1,15,143,43,10,5
277,Anthony Modeste,fr FRA,FWD,Köln,31,1988,7.6,1,0,0,14,4,0,28.6,1.84,0.53,0.07,0.25,1.5,1.5,0.11,-0.5,-0.5,1,0.6,+0.4,2,72,133,54.1,2,7,28.6,55,92,59.8,15,34,44.1,11,75,0,1,0,0,6,3,0
278,Kevin Möhwald,de GER,MID,Werder Bremen,26,1993,0.8,0,0,0,5,1,0,20.0,6.16,1.23,0.00,0.00,0.2,0.2,0.03,-0.2,-0.2,0,0.0,0.0,0,35,41,85.4,2,3,66.7,25,27,92.6,8,11,72.7,4,35,1,0,0,0,4,0,0
279,Niklas Moisander,fi FIN,DEF,Werder Bremen,33,1985,11.0,0,0,0,9,2,0,22.2,0.82,0.18,0.00,0.00,0.5,0.5,0.05,-0.5,-0.5,0,0.0,0.0,1,750,849,88.3,2,8,25.0,488,520,93.8,260,321,81.0,545,268,25,0,0,1,57,5,0
280,Alfredo Morales,us USA,MID,Düsseldorf,29,1990,15.4,1,0,0,19,4,1,21.1,1.23,0.26,0.05,0.25,0.9,0.9,0.05,+0.1,+0.1,2,0.6,+1.4,6,331,464,71.3,11,26,42.3,249,332,75.0,71,106,67.0,69,294,4,2,0,2,30,7,1
281,Jan Morávek,cz CZE,MID,Augsburg,29,1989,5.0,0,0,0,2,0,0,0.0,0.40,0.00,0.00,0,0.1,0.1,0.03,-0.1,-0.1,1,0.4,+0.6,4,145,184,78.8,7,10,70.0,108,125,86.4,30,49,61.2,25,140,2,0,1,1,10,2,0
282,Nordi Mukiele,fr FRA,DEF,RB Leipzig,21,1997,12.8,3,0,0,17,6,0,35.3,1.33,0.47,0.18,0.50,1.5,1.5,0.09,+1.5,+1.5,1,1.1,-0.1,11,691,880,78.5,26,67,38.8,533,626,85.1,132,187,70.6,48,703,16,1,0,82,46,8,2
283,Florian Müller,de GER,GK,Mainz 05,21,1997,3.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,70,97,72.2,1,1,100.0,24,24,100.0,45,72,62.5,66,15,0,0,0,0,1,0,0
284,Thomas Müller,de GER,MID,Bayern Munich,29,1989,15.7,5,0,0,33,11,0,33.3,2.10,0.70,0.15,0.45,6.0,6.0,0.18,-1.0,-1.0,14,8.2,+5.8,51,655,866,75.6,16,50,32.0,513,622,82.5,126,194,64.9,121,665,2,6,8,24,52,28,11
285,Yvon Mvogo,ch SUI,GK,RB Leipzig,25,1994,1.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,36,45,80.0,0,0,0,22,22,100.0,14,23,60.9,5,34,2,0,0,0,0,0,0
286,Obite N'Dicka,fr FRA,DEF,Eint Frankfurt,19,1999,12.7,0,0,0,4,1,0,25.0,0.31,0.08,0.00,0.00,0.3,0.3,0.07,-0.3,-0.3,1,1.0,0.0,7,517,637,81.2,10,20,50.0,427,494,86.4,80,123,65.0,433,84,10,0,0,80,38,3,1
287,Matija Nastasić,rs SRB,DEF,Schalke 04,26,1993,10.2,0,0,0,11,3,0,27.3,1.08,0.30,0.00,0.00,1.0,1.0,0.09,-1.0,-1.0,0,0.0,0.0,0,502,582,86.3,3,6,50.0,323,339,95.3,176,237,74.3,441,90,16,0,0,1,21,1,0
288,Manuel Neuer,de GER,GK,Bayern Munich,33,1986,23.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,897,1011,88.7,3,4,75.0,510,515,99.0,384,492,78.0,159,698,46,0,0,0,4,0,0
289,Florian Neuhaus,de GER,MID,M'gladbach,22,1997,15.2,3,0,0,27,11,1,40.7,1.77,0.72,0.11,0.27,4.0,4.0,0.15,-1.0,-1.0,2,2.5,-0.5,18,499,630,79.2,13,23,56.5,363,436,83.3,123,171,71.9,115,490,21,3,17,1,44,21,1
290,Moussa Niakhate,fr FRA,DEF,Mainz 05,23,1996,22.0,0,0,0,10,4,0,40.0,0.45,0.18,0.00,0.00,0.8,0.8,0.08,-0.8,-0.8,2,0.9,+1.1,9,751,928,80.9,6,21,28.6,469,528,88.8,276,379,72.8,748,127,29,2,0,9,53,2,0
291,Florian Niederlechner,de GER,FWD,Augsburg,28,1990,22.2,11,1,1,58,31,1,53.4,2.62,1.40,0.17,0.32,9.4,8.7,0.15,+1.6,+1.3,6,5.5,+0.5,23,283,374,75.7,17,41,41.5,225,271,83.0,41,62,66.1,58,261,1,3,0,0,19,9,0
292,Christopher Nkunku,fr FRA,MID,RB Leipzig,21,1997,14.3,4,0,0,35,15,2,42.9,2.45,1.05,0.11,0.27,4.8,4.8,0.14,-0.8,-0.8,11,6.9,+4.1,53,427,537,79.5,7,20,35.0,345,383,90.1,75,134,56.0,40,462,20,7,57,10,31,18,0
293,Lukas Nmecha,de GER,MID,Wolfsburg,20,1998,1.4,0,0,0,3,0,0,0.0,2.13,0.00,0.00,0,0.3,0.3,0.12,-0.3,-0.3,0,0.1,-0.1,1,27,37,73.0,3,3,100.0,23,32,71.9,1,2,50.0,3,28,0,0,0,0,0,0,0
294,Håvard Nordtveit,no NOR,DEF,Hoffenheim,29,1990,3.6,0,0,0,1,0,0,0.0,0.28,0.00,0.00,0,0.1,0.1,0.10,-0.1,-0.1,1,0.3,+0.7,1,241,277,87.0,3,6,50.0,131,142,92.3,107,129,82.9,33,228,6,0,0,0,19,1,0
295,Alexander Nübel,de GER,GK,Schalke 04,22,1996,18.7,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,554,758,73.1,2,3,66.7,255,257,99.2,297,498,59.6,159,482,43,0,0,0,9,1,0
296,Kasim Nuhu,gh GHA,DEF,Düsseldorf,24,1995,11.0,1,0,0,6,3,0,50.0,0.55,0.27,0.17,0.33,0.9,0.9,0.15,+0.1,+0.1,0,0.1,-0.1,1,414,509,81.3,1,7,14.3,248,282,87.9,165,220,75.0,31,448,17,0,0,0,32,0,0
297,Bastian Oczipka,de GER,DEF,Schalke 04,30,1989,23.0,0,0,0,7,3,0,42.9,0.30,0.13,0.00,0.00,0.2,0.2,0.02,-0.2,-0.2,4,2.7,+1.3,35,893,1177,75.9,7,46,15.2,724,830,87.2,162,301,53.8,794,166,41,0,59,175,60,27,14
298,Álvaro Odriozola,es ESP,DEF,Bayern Munich,23,1995,0.7,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.2,-0.2,2,47,53,88.7,1,3,33.3,37,39,94.9,9,11,81.8,1,45,0,0,0,7,0,0,0
299,Cauly Oliveira Souza,br BRA,MID,Paderborn 07,23,1995,8.0,2,0,0,14,8,1,57.1,1.76,1.00,0.14,0.25,1.6,1.6,0.12,+0.4,+0.4,0,0.6,-0.6,10,175,250,70.0,7,11,63.6,140,166,84.3,28,73,38.4,21,212,16,0,36,5,19,5,0
300,Dani Olmo,es ESP,MID,RB Leipzig,21,1998,1.8,0,0,0,3,1,0,33.3,1.70,0.57,0.00,0.00,0.2,0.2,0.07,-0.2,-0.2,1,0.3,+0.7,2,53,77,68.8,4,7,57.1,42,55,76.4,7,15,46.7,10,57,0,0,3,1,8,1,0
301,Karim Onisiwo,at AUT,FWD,Mainz 05,27,1992,10.9,3,0,0,28,14,0,50.0,2.57,1.29,0.11,0.21,2.9,2.9,0.10,+0.1,+0.1,5,2.8,+2.2,19,146,220,66.4,10,26,38.5,117,152,77.0,19,42,45.2,33,139,1,1,0,2,7,7,0
302,Willi Orban,hu HUN,DEF,RB Leipzig,26,1992,9.0,1,0,0,7,3,1,42.9,0.78,0.33,0.14,0.33,0.7,0.7,0.09,+0.3,+0.3,0,0.1,-0.1,3,484,544,89.0,6,12,50.0,356,380,93.7,122,152,80.3,113,383,27,0,0,0,37,0,0
303,Yuya Osako,jp JPN,FWD,Werder Bremen,29,1990,13.4,4,0,0,30,12,0,40.0,2.24,0.89,0.13,0.33,4.0,4.0,0.13,0.0,0.0,1,1.6,-0.6,21,348,440,79.1,6,27,22.2,269,317,84.9,73,96,76.0,96,287,1,2,0,1,38,11,0
304,Paulo Otávio,br BRA,DEF,Wolfsburg,24,1994,1.3,0,0,0,1,0,0,0.0,0.80,0.00,0.00,0,0.0,0.0,0.02,0.0,0.0,0,0.2,-0.2,2,39,50,78.0,1,3,33.3,34,39,87.2,4,8,50.0,37,3,0,0,0,9,3,1,1
305,Reece Oxford,eng ENG,MID,Augsburg,20,1998,3.5,0,0,0,2,0,0,0.0,0.57,0.00,0.00,0,0.1,0.1,0.04,-0.1,-0.1,0,0.0,0.0,0,48,73,65.8,0,2,0.0,26,37,70.3,22,34,64.7,5,56,2,0,0,0,4,0,0
306,Levin Öztunalı,de GER,MID,Mainz 05,23,1996,15.1,3,0,0,29,9,0,31.0,1.92,0.60,0.10,0.33,1.1,1.1,0.04,+1.9,+1.9,3,2.0,+1.0,20,283,427,66.3,13,38,34.2,213,290,73.4,57,99,57.6,47,319,2,5,1,23,22,22,5
307,Gonçalo Paciência,pt POR,FWD,Eint Frankfurt,24,1994,13.9,7,1,1,46,15,1,32.6,3.31,1.08,0.13,0.40,6.7,6.0,0.13,+0.3,0.0,3,3.2,-0.2,19,195,305,63.9,10,40,25.0,151,207,72.9,34,58,58.6,64,189,0,2,0,7,20,14,1
308,Exequiel Palacios,ar ARG,MID,Leverkusen,20,1998,1.0,0,0,0,1,0,0,0.0,1.00,0.00,0.00,0,0.1,0.1,0.11,-0.1,-0.1,0,0.0,0.0,1,81,95,85.3,2,3,66.7,71,82,86.6,8,10,80.0,14,78,1,0,0,0,3,1,0
309,Michael Parensen,de GER,DEF,Union Berlin,33,1986,5.6,1,0,0,3,2,0,66.7,0.54,0.36,0.33,0.50,0.7,0.7,0.24,+0.3,+0.3,0,0.5,-0.5,3,186,216,86.1,3,6,50.0,122,131,93.1,61,79,77.2,159,41,6,0,0,0,14,2,1
310,Paulinho,br BRA,MID,Leverkusen,19,2000,0.9,1,0,0,3,2,0,66.7,3.42,2.28,0.33,0.50,0.6,0.6,0.20,+0.4,+0.4,0,0.0,0.0,0,36,44,81.8,1,1,100.0,33,37,89.2,2,6,33.3,5,37,0,0,0,1,1,1,0
311,Benjamin Pavard,fr FRA,DEF,Bayern Munich,23,1996,21.0,2,0,0,7,3,0,42.9,0.33,0.14,0.29,0.67,0.4,0.4,0.06,+1.6,+1.6,3,2.6,+0.4,14,1556,1745,89.2,16,32,50.0,1201,1295,92.7,339,418,81.1,79,1457,34,1,0,137,120,15,3
312,Jiří Pavlenka,cz CZE,GK,Werder Bremen,27,1992,23.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.1,-0.1,1,609,851,71.6,3,5,60.0,286,287,99.7,320,559,57.2,85,624,73,0,0,0,7,0,0
313,Mads Pedersen,dk DEN,DEF,Augsburg,22,1996,1.1,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,1,0.5,+0.5,2,25,33,75.8,0,0,0,23,25,92.0,2,8,25.0,19,2,2,0,1,11,0,1,1
314,Peter Pekarík,sk SVK,DEF,Hertha BSC,32,1986,1.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.1,-0.1,1,36,48,75.0,0,0,0,29,36,80.6,7,12,58.3,2,29,1,0,0,9,1,0,0
315,Philipp Pentke,de GER,GK,Hoffenheim,34,1985,4.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,125,162,77.2,3,3,100.0,71,71,100.0,51,88,58.0,14,116,14,0,0,0,3,0,0
316,Ivan Perišić,hr CRO,FWD,Bayern Munich,30,1989,10.5,4,0,0,35,9,0,25.7,3.32,0.85,0.11,0.44,3.3,3.3,0.09,+0.7,+0.7,3,2.2,+0.8,19,372,520,71.5,9,36,25.0,300,371,80.9,63,113,55.8,172,286,3,1,9,19,15,19,7
317,Pavao Pervan,at AUT,GK,Wolfsburg,31,1987,8.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,180,267,67.4,1,2,50.0,76,76,100.0,103,189,54.5,17,193,14,0,0,0,3,0,0
318,Nils Petersen,de GER,FWD,Freiburg,30,1988,19.7,8,1,1,43,14,0,32.6,2.19,0.71,0.16,0.50,6.3,5.6,0.13,+1.7,+1.4,2,1.8,+0.2,24,249,378,65.9,10,31,32.3,199,281,70.8,40,66,60.6,74,210,0,1,0,0,14,5,0
319,Krzysztof Piątek,pl POL,FWD,Hertha BSC,24,1995,3.3,0,0,0,9,2,0,22.2,2.73,0.61,0.00,0.00,0.8,0.8,0.09,-0.8,-0.8,0,0.1,-0.1,3,55,70,78.6,6,11,54.5,41,51,80.4,8,8,100.0,6,54,1,0,0,1,3,1,0
320,Ronaël Pierre-Gabriel,fr FRA,DEF,Mainz 05,21,1998,5.2,0,0,0,2,0,0,0.0,0.38,0.00,0.00,0,0.0,0.0,0.02,0.0,0.0,1,0.3,+0.7,4,152,217,70.0,0,8,0.0,120,157,76.4,32,52,61.5,8,154,2,0,0,45,16,2,1
321,Łukasz Piszczek,pl POL,DEF,Dortmund,34,1985,13.2,1,0,0,7,2,0,28.6,0.53,0.15,0.14,0.50,0.4,0.4,0.05,+0.6,+0.6,3,1.7,+1.3,8,987,1150,85.8,5,18,27.8,820,897,91.4,162,235,68.9,65,948,13,1,0,83,56,7,0
322,Claudio Pizarro,pe PER,FWD,Werder Bremen,40,1978,2.2,0,0,0,4,0,0,0.0,1.80,0.00,0.00,0,0.4,0.4,0.10,-0.4,-0.4,0,0.6,-0.6,4,51,77,66.2,4,12,33.3,43,56,76.8,4,9,44.4,15,48,1,0,0,1,5,6,0
323,Marvin Plattenhardt,de GER,DEF,Hertha BSC,27,1992,9.0,0,0,0,3,0,2,0.0,0.33,0.00,0.00,0,0.3,0.3,0.10,-0.3,-0.3,1,1.3,-0.3,13,268,372,72.0,1,14,7.1,199,233,85.4,68,125,54.4,254,9,23,0,10,83,13,6,6
324,Alassane Pléa,fr FRA,FWD,M'gladbach,26,1993,16.6,8,0,1,53,25,2,47.2,3.18,1.50,0.15,0.32,8.9,8.1,0.15,-0.9,-0.1,5,4.8,+0.2,26,322,467,69.0,10,41,24.4,261,341,76.5,51,85,60.0,63,358,0,7,6,2,29,22,6
325,Thomas Pledl,de GER,DEF,Düsseldorf,25,1994,0.8,0,0,0,1,0,0,0.0,1.30,0.00,0.00,0,0.1,0.1,0.05,-0.1,-0.1,0,0.1,-0.1,1,19,35,54.3,0,4,0.0,17,25,68.0,2,6,33.3,4,28,0,0,0,2,2,0,0
326,Joel Pohjanpalo,fi FIN,MID,Leverkusen,24,1994,0.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,Sebastian Polter,de GER,FWD,Union Berlin,28,1991,3.0,2,2,2,5,0,0,0.0,1.66,0.00,0.00,0,1.9,0.4,0.09,+0.1,-0.4,2,1.2,+0.8,7,48,69,69.6,5,7,71.4,37,55,67.3,6,7,85.7,18,29,0,0,0,1,3,3,0
328,Marin Pongračić,hr CRO,DEF,Wolfsburg,21,1997,1.5,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,86,104,82.7,0,2,0.0,40,49,81.6,46,53,86.8,27,65,6,0,0,1,6,0,0
329,Stefan Posch,at AUT,DEF,Hoffenheim,22,1997,16.7,0,0,0,14,4,0,28.6,0.84,0.24,0.00,0.00,1.5,1.5,0.11,-1.5,-1.5,0,0.7,-0.7,4,762,958,79.5,7,30,23.3,589,663,88.8,166,265,62.6,95,699,19,0,0,90,53,8,1
330,Yussuf Poulsen,dk DEN,FWD,RB Leipzig,25,1994,10.6,3,0,0,20,8,0,40.0,1.88,0.75,0.15,0.38,3.8,3.8,0.19,-0.8,-0.8,4,1.1,+2.9,10,185,264,70.1,11,29,37.9,155,204,76.0,19,31,61.3,40,182,1,3,0,0,12,8,0
331,Kai Pröger,de GER,MID,Paderborn 07,27,1992,17.4,2,0,0,39,12,2,30.8,2.24,0.69,0.05,0.17,2.2,2.2,0.06,-0.2,-0.2,5,3.3,+1.7,33,255,468,54.5,12,48,25.0,175,250,70.0,68,170,40.0,52,375,28,0,59,22,16,2,1
332,Grischa Prömel,de GER,MID,Union Berlin,24,1995,2.8,0,0,0,3,1,0,33.3,1.06,0.35,0.00,0.00,0.2,0.2,0.07,-0.2,-0.2,0,0.0,0.0,1,63,86,73.3,2,5,40.0,52,61,85.2,9,20,45.0,10,69,2,0,0,0,8,0,0
333,Robin Quaison,se SWE,FWD,Mainz 05,25,1993,20.1,11,1,1,55,24,1,43.6,2.74,1.19,0.18,0.42,9.4,8.7,0.16,+1.6,+1.3,1,1.1,-0.1,16,288,396,72.7,10,26,38.5,235,294,79.9,43,76,56.6,37,319,0,1,2,4,22,12,0
334,Raffael,br BRA,MID,M'gladbach,34,1985,0.5,0,0,0,6,2,1,33.3,11.25,3.75,0.00,0.00,0.3,0.3,0.05,-0.3,-0.3,0,0.2,-0.2,3,31,40,77.5,1,4,25.0,25,27,92.6,5,9,55.6,3,34,1,0,3,0,2,2,0
335,Benito Raman,be BEL,FWD,Schalke 04,24,1994,13.2,4,0,0,26,13,0,50.0,1.97,0.98,0.15,0.31,4.2,4.2,0.16,-0.2,-0.2,3,2.0,+1.0,13,146,212,68.9,3,16,18.8,124,162,76.5,19,34,55.9,25,167,0,1,0,6,7,5,0
336,Milot Rashica,xk KVX,FWD,Werder Bremen,23,1996,18.3,7,2,2,56,20,3,35.7,3.06,1.09,0.09,0.25,5.0,3.6,0.06,+2.0,+1.4,3,2.1,+0.9,31,325,498,65.3,5,26,19.2,240,311,77.2,80,161,49.7,93,368,17,0,37,8,14,13,6
337,Ante Rebić,hr CRO,FWD,Eint Frankfurt,25,1993,1.0,0,0,0,2,1,1,50.0,2.00,1.00,0.00,0.00,0.1,0.1,0.05,-0.1,-0.1,0,0.1,-0.1,2,9,18,50.0,1,4,25.0,8,14,57.1,0,0,0,2,15,0,0,0,0,0,0,0
338,Daishawn Redan,nl NED,FWD,Hertha BSC,18,2001,0.2,0,0,0,1,0,0,0.0,4.50,0.00,0.00,0,0.2,0.2,0.25,-0.2,-0.2,0,0.0,0.0,0,6,7,85.7,0,0,0,6,6,100.0,0,1,0.0,2,5,0,0,0,0,1,0,0
339,Fabian Reese,de GER,FWD,Schalke 04,21,1997,1.0,0,0,0,3,1,0,33.3,3.14,1.05,0.00,0.00,0.1,0.1,0.03,-0.1,-0.1,0,0.4,-0.4,2,9,19,47.4,0,2,0.0,8,16,50.0,1,1,100.0,2,13,0,0,0,1,0,1,0
340,Ken Reichel,de GER,DEF,Union Berlin,32,1986,1.5,0,0,0,1,0,0,0.0,0.69,0.00,0.00,0,0.0,0.0,0.03,0.0,0.0,0,0.0,0.0,0,54,74,73.0,1,2,50.0,38,45,84.4,15,27,55.6,44,11,0,0,1,10,7,0,0
341,Karim Rekik,nl NED,DEF,Hertha BSC,24,1994,13.0,1,0,0,4,2,0,50.0,0.31,0.15,0.25,0.50,0.5,0.5,0.14,+0.5,+0.5,0,0.0,0.0,1,554,622,89.1,8,14,57.1,385,401,96.0,161,207,77.8,489,99,22,0,0,3,41,1,1
342,Panagiotis Retsos,gr GRE,DEF,Leverkusen,20,1998,1.3,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,85,99,85.9,0,2,0.0,72,78,92.3,13,19,68.4,20,68,2,0,0,6,5,0,0
343,Marco Reus,de GER,MID,Dortmund,30,1989,16.7,11,1,1,45,22,3,48.9,2.70,1.32,0.22,0.45,9.3,8.6,0.19,+1.7,+1.4,5,2.3,+2.7,20,544,657,82.8,20,42,47.6,448,509,88.0,76,106,71.7,137,496,22,8,0,1,44,20,1
344,Elvis Rexhbeçaj,de GER,MID,Köln,21,1997,1.1,0,0,0,2,2,0,100.0,1.80,1.80,0.00,0.00,0.2,0.2,0.09,-0.2,-0.2,1,0.1,+0.9,1,30,36,83.3,1,3,33.3,23,25,92.0,6,8,75.0,24,6,2,0,0,0,4,1,0
