Rk,Player,Position,Squad,90s,Assists,xA,Assists-xA,KeyPasses,Total Completed Passes,Total Attempted Passes,Total Pass Completion %,Short Completed Passes,Short Attempted Passes,Short Pass Completion %,Medium Completed Passes,Medium Attempted Passes,Medium Pass Completion %,Long Completed Passes,Long Attempted Passes,Long Pass Completion %,Through Ball Passes,Corner Kicks,Passes into final third,Passes Into Penalty Box,Crosses into Penalty Box,Goals,PK,PK Attempts,Shots Total,Shots on Target,FK Shots,Shots on Target %,Shots per 90,SOT per 90,Goals per Shot,Goals per SOT,xG,npxG,npxG per Shot,Goals minus xG,np Goals minus xG 
1,Tammy Abraham,FWD,eng Chelsea,5.1,1,0.5,+0.5,6,61,90,67.8,6,9,66.7,48,67,71.6,7,14,50.0,0,0,3,1,0,2,0,0,20,8,0,40.0,3.93,1.57,0.10,0.25,3.9,3.9,0.20,-1.9,-1.9
2,Arijan Ademi,MID,hr Dinamo Zagreb,5.8,1,1.1,-0.1,4,145,165,87.9,4,6,66.7,124,138,89.9,17,21,81.0,0,0,5,1,0,1,0,0,2,1,0,50.0,0.35,0.17,0.50,1.00,0.6,0.6,0.32,+0.4,+0.4
3,Adrián,GK,eng Liverpool,2.0,0,0.0,0.0,0,47,60,78.3,0,0,0,18,19,94.7,29,41,70.7,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
4,Sergio Agüero,FWD,eng Manchester City,2.2,0,0.0,0.0,1,32,50,64.0,0,6,0.0,31,42,73.8,1,2,50.0,1,0,2,1,0,2,1,1,9,5,0,55.6,4.13,2.30,0.11,0.20,2.7,1.9,0.21,-0.7,-0.9
5,Manuel Akanji,DEF,de Dortmund,5.8,0,0.0,0.0,0,342,388,88.1,4,5,80.0,267,289,92.4,71,94,75.5,0,0,17,1,0,0,0,0,3,0,0,0.0,0.52,0.00,0.00,0,0.1,0.1,0.03,-0.1,-0.1
6,David Alaba,DEF,de Bayern Munich,2.5,0,1.1,-1.1,4,170,194,87.6,0,3,0.0,129,145,89.0,41,46,89.1,1,0,16,1,1,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
7,Lucas Alario,FWD,de Bayer,2.4,0,0.1,-0.1,2,40,47,85.1,2,3,66.7,34,39,87.2,4,5,80.0,0,0,4,0,0,0,0,0,7,2,0,28.6,2.94,0.84,0.00,0.00,0.5,0.5,0.07,-0.5,-0.5
8,Jordi Alba,DEF,es Barcelona,1.9,0,0.6,-0.6,3,100,116,86.2,1,2,50.0,87,96,90.6,12,18,66.7,1,0,2,2,1,0,0,0,1,0,0,0.0,0.51,0.00,0.00,0,0.0,0.0,0.03,0.0,0.0
9,Paco Alcácer,FWD,de Dortmund,1.3,1,0.5,+0.5,4,17,24,70.8,0,2,0.0,15,19,78.9,2,3,66.7,0,0,3,1,0,0,0,0,4,0,1,0.0,3.19,0.00,0.00,0,0.6,0.6,0.15,-0.6,-0.6
10,Thiago Alcántara,MID,de Bayern Munich,4.5,2,1.1,+0.9,10,394,431,91.4,4,5,80.0,283,300,94.3,107,126,84.9,3,2,53,7,0,0,0,0,3,1,0,33.3,0.67,0.22,0.00,0.00,1.4,1.4,0.46,-1.4,-1.4
11,Toby Alderweireld,DEF,eng Tottenham,5.0,0,0.1,-0.1,1,241,280,86.1,1,1,100.0,145,154,94.2,95,125,76.0,1,0,14,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
12,Carles Aleñá,MID,es Barcelona,1.0,0,0.2,-0.2,4,84,99,84.8,4,5,80.0,67,80,83.8,13,14,92.9,1,3,7,1,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
13,Trent Alexander-Arnold,DEF,eng Liverpool,5.1,1,1.0,0.0,8,434,585,74.2,4,23,17.4,323,359,90.0,107,203,52.7,1,24,38,6,1,0,0,0,4,0,1,0.0,0.78,0.00,0.00,0,0.2,0.2,0.04,-0.2,-0.2
14,Alisson,GK,eng Liverpool,5.0,0,0.0,0.0,0,158,174,90.8,0,0,0,83,83,100.0,75,91,82.4,1,0,1,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
15,Allan,MID,it Napoli,4.8,0,0.0,0.0,0,230,266,86.5,4,7,57.1,167,180,92.8,59,79,74.7,2,0,27,4,0,0,0,0,2,0,0,0.0,0.41,0.00,0.00,0,0.1,0.1,0.04,-0.1,-0.1
16,Dele Alli,MID,eng Tottenham,4.8,1,1.2,-0.2,7,154,184,83.7,6,8,75.0,135,150,90.0,13,26,50.0,3,1,6,8,0,1,0,0,6,3,0,50.0,1.25,0.62,0.17,0.33,1.0,1.0,0.16,0.0,0.0
17,André Almeida,DEF,pt Benfica,1.0,0,0.0,0.0,1,34,45,75.6,1,2,50.0,31,34,91.2,2,9,22.2,0,0,1,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
18,Marcos Alonso,DEF,eng Chelsea,3.5,0,0.3,-0.3,3,192,242,79.3,2,12,16.7,158,177,89.3,32,53,60.4,0,0,6,4,3,0,0,0,10,4,3,40.0,2.86,1.14,0.00,0.00,0.6,0.6,0.06,-0.6,-0.6
19,Éder Álvarez Balanta,MID,be Club Brugge,3.2,0,0.3,-0.3,4,129,151,85.4,4,7,57.1,92,99,92.9,33,45,73.3,2,0,23,2,0,0,0,0,2,0,0,0.0,0.63,0.00,0.00,0,0.1,0.1,0.04,-0.1,-0.1
20,Edson Álvarez,MID,nl Ajax,4.2,0,0.3,-0.3,2,216,238,90.8,6,8,75.0,170,184,92.4,40,46,87.0,1,0,20,2,0,1,0,0,6,2,0,33.3,1.43,0.48,0.17,0.50,0.5,0.5,0.08,+0.5,+0.5
21,Nadiem Amiri,FWD,de Bayer,2.6,0,0.5,-0.5,5,116,147,78.9,2,10,20.0,98,110,89.1,16,27,59.3,0,8,12,1,0,0,0,0,7,2,1,28.6,2.66,0.76,0.00,0.00,0.4,0.4,0.06,-0.4,-0.4
22,Ethan Ampadu,DEF,de RB Leipzig,2.0,0,0.0,0.0,0,176,190,92.6,0,0,0,120,124,96.8,56,66,84.8,0,0,7,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
23,Joachim Andersen,DEF,fr Lyon,3.9,0,0.0,0.0,1,204,225,90.7,2,3,66.7,116,123,94.3,86,99,86.9,0,0,17,1,0,1,0,0,1,1,0,100.0,0.25,0.25,1.00,1.00,0.2,0.2,0.15,+0.8,+0.8
24,Florin Andone,FWD,tr Galatasaray,1.8,0,0.0,0.0,0,22,35,62.9,0,7,0.0,20,25,80.0,2,3,66.7,0,0,0,1,0,0,0,0,8,2,0,25.0,4.47,1.12,0.00,0.00,0.6,0.6,0.07,-0.6,-0.6
25,Benjamin André,MID,fr Lille,4.5,2,1.0,+1.0,8,155,188,82.4,8,10,80.0,117,139,84.2,30,39,76.9,1,0,16,0,0,0,0,0,10,2,0,20.0,2.22,0.44,0.00,0.00,0.5,0.5,0.05,-0.5,-0.5
26,Miguel Ángel Guerrero,FWD,gr Olympiacos,3.5,0,0.5,-0.5,5,52,71,73.2,0,4,0.0,47,58,81.0,5,9,55.6,0,0,0,0,0,0,0,0,9,1,0,11.1,2.58,0.29,0.00,0.00,0.4,0.4,0.04,-0.4,-0.4
27,Angeliño,DEF,eng Manchester City,1.0,0,0.2,-0.2,2,71,80,88.8,0,1,0.0,54,58,93.1,17,21,81.0,0,0,2,2,0,0,0,0,1,0,0,0.0,1.00,0.00,0.00,0,0.0,0.0,0.02,0.0,0.0
28,Angeliño,DEF,de RB Leipzig,1.0,0,0.0,0.0,1,41,53,77.4,1,3,33.3,32,37,86.5,8,13,61.5,0,0,2,2,0,0,0,0,3,2,0,66.7,3.00,2.00,0.00,0.00,0.1,0.1,0.04,-0.1,-0.1
29,Marcos Antônio,MID,ua Shakhtar,0.3,0,0.0,0.0,0,25,30,83.3,0,1,0.0,18,19,94.7,7,10,70.0,0,0,4,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
30,Houssem Aouar,MID,fr Lyon,3.9,2,0.4,+1.6,5,154,186,82.8,0,6,0.0,130,142,91.5,24,38,63.2,0,1,21,1,0,1,0,0,5,3,0,60.0,1.27,0.76,0.20,0.33,0.2,0.2,0.03,+0.8,+0.8
31,Youssef El-Arabi,FWD,gr Olympiacos,3.1,0,0.0,0.0,1,40,60,66.7,2,5,40.0,30,40,75.0,8,15,53.3,0,0,3,0,0,3,1,1,4,2,0,50.0,1.30,0.65,0.50,1.00,1.3,0.6,0.15,+1.7,+1.4
32,Charles Aránguiz,MID,de Bayer,4.6,1,0.3,+0.7,5,330,380,86.8,3,8,37.5,260,291,89.3,67,81,82.7,1,3,43,7,0,0,0,0,5,0,0,0.0,1.08,0.00,0.00,0,0.5,0.5,0.09,-0.5,-0.5
33,Luiz Araújo,FWD,fr Lille,3.1,0,0.0,0.0,1,62,89,69.7,4,6,66.7,48,67,71.6,10,16,62.5,0,0,3,3,1,0,0,0,9,4,0,44.4,2.92,1.30,0.00,0.00,0.4,0.4,0.05,-0.4,-0.4
34,Alphonse Areola,GK,es Real Madrid,1.5,0,0.0,0.0,0,46,58,79.3,0,0,0,25,25,100.0,21,33,63.6,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
35,Santiago Arias,DEF,es Atlético Madrid,2.0,0,0.2,-0.2,3,115,144,79.9,5,9,55.6,98,114,86.0,12,21,57.1,0,0,7,3,0,0,0,0,2,0,0,0.0,1.00,0.00,0.00,0,0.0,0.0,0.02,0.0,0.0
36,Kepa Arrizabalaga,GK,eng Chelsea,6.0,0,0.0,0.0,0,137,175,78.3,0,0,0,60,61,98.4,77,114,67.5,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
37,Kwadwo Asamoah,DEF,it Inter,2.9,0,0.1,-0.1,1,78,100,78.0,2,5,40.0,61,72,84.7,15,23,65.2,0,0,1,2,1,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
38,Majeed Ashimeru,MID,at RB Salzburg,0.7,0,0.0,0.0,1,34,40,85.0,2,5,40.0,30,32,93.8,2,3,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
39,Iyayi Atiemwen,FWD,hr Dinamo Zagreb,0.1,0,0.0,0.0,0,2,3,66.7,1,1,100.0,1,2,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
40,Serge Aurier,DEF,eng Tottenham,4.0,2,1.6,+0.4,9,179,221,81.0,3,6,50.0,149,177,84.2,27,38,71.1,3,0,10,3,1,1,0,0,1,1,0,100.0,0.25,0.25,1.00,1.00,0.1,0.1,0.13,+0.9,+0.9
41,Sardar Azmoun,FWD,ru Zenit,5.2,0,0.1,-0.1,2,79,122,64.8,1,11,9.1,73,101,72.3,5,10,50.0,0,0,5,2,0,2,0,0,14,8,0,57.1,2.70,1.55,0.14,0.25,3.1,3.1,0.22,-1.1,-1.1
42,César Azpilicueta,DEF,eng Chelsea,6.0,0,0.6,-0.6,6,356,425,83.8,3,17,17.6,294,328,89.6,59,80,73.8,0,0,25,6,2,2,0,0,4,2,0,50.0,0.67,0.33,0.50,1.00,1.2,1.2,0.31,+0.8,+0.8
43,Ryan Babel,FWD,tr Galatasaray,3.7,0,0.3,-0.3,3,98,127,77.2,2,5,40.0,88,110,80.0,8,12,66.7,0,0,2,1,1,0,0,0,4,1,0,25.0,1.08,0.27,0.00,0.00,0.6,0.6,0.14,-0.6,-0.6
44,Leon Bailey,FWD,de Bayer,1.3,0,0.3,-0.3,4,39,57,68.4,0,5,0.0,32,40,80.0,7,12,58.3,0,3,1,1,0,0,0,0,1,0,0,0.0,0.79,0.00,0.00,0,0.0,0.0,0.03,0.0,0.0
45,Gareth Bale,FWD,es Real Madrid,1.1,0,0.0,0.0,0,24,35,68.6,0,2,0.0,23,31,74.2,1,2,50.0,0,0,1,1,0,0,0,0,4,0,2,0.0,3.60,0.00,0.00,0,0.3,0.3,0.08,-0.3,-0.3
46,Leonardo Balerdi,DEF,de Dortmund,0.1,0,0.0,0.0,0,1,1,100.0,0,0,0,0,0,0,1,1,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
47,Jonathan Bamba,FWD,fr Lille,3.1,2,1.2,+0.8,10,99,128,77.3,4,9,44.4,80,96,83.3,15,23,65.2,0,10,6,2,0,0,0,0,8,1,0,12.5,2.57,0.32,0.00,0.00,0.7,0.7,0.09,-0.7,-0.7
48,Nicolò Barella,MID,it Inter,3.2,0,0.0,0.0,1,113,132,85.6,5,5,100.0,76,86,88.4,32,41,78.0,1,0,12,2,0,1,0,0,5,1,0,20.0,1.56,0.31,0.20,1.00,0.3,0.3,0.06,+0.7,+0.7
49,Dmitri Barinov,MID,ru Loko Moscow,5.0,0,0.1,-0.1,2,104,136,76.5,0,4,0.0,89,109,81.7,15,23,65.2,0,0,10,0,0,1,0,0,6,1,0,16.7,1.20,0.20,0.17,1.00,0.4,0.4,0.06,+0.6,+0.6
50,Ross Barkley,MID,eng Chelsea,0.1,0,0.0,0.0,0,2,5,40.0,0,0,0,1,3,33.3,1,2,50.0,0,0,1,0,0,0,0,1,1,0,0,0.0,9.00,0.00,0.00,0,0.8,0.0,0.03,-0.8,0.0
51,Wílmar Barrios,MID,ru Zenit,6.0,0,0.0,0.0,2,221,256,86.3,8,12,66.7,163,183,89.1,50,61,82.0,1,0,17,1,0,0,0,0,2,0,0,0.0,0.33,0.00,0.00,0,0.0,0.0,0.02,0.0,0.0
52,Musa Barrow,FWD,it Atalanta,0.0,0,0.0,0.0,0,1,2,50.0,0,0,0,1,2,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
53,Michy Batshuayi,FWD,eng Chelsea,0.9,0,0.1,-0.1,2,16,22,72.7,1,1,100.0,14,20,70.0,1,1,100.0,0,0,2,0,0,1,0,0,10,5,0,50.0,10.59,5.29,0.10,0.20,1.6,1.6,0.16,-0.6,-0.6
54,Julian Baumgartlinger,MID,de Bayer,3.8,0,0.0,0.0,1,229,254,90.2,3,4,75.0,169,187,90.4,57,63,90.5,0,0,15,3,0,0,0,0,2,0,0,0.0,0.52,0.00,0.00,0,0.1,0.1,0.04,-0.1,-0.1
55,Ömer Bayram,FWD,tr Galatasaray,2.8,1,0.5,+0.5,4,74,97,76.3,3,7,42.9,59,69,85.5,12,21,57.1,0,4,8,1,1,0,0,0,4,1,2,25.0,1.43,0.36,0.00,0.00,0.1,0.1,0.03,-0.1,-0.1
56,Donny van de Beek,MID,nl Ajax,5.0,1,1.0,0.0,8,124,160,77.5,3,8,37.5,108,136,79.4,13,16,81.3,2,0,10,4,0,2,0,0,8,2,0,25.0,1.61,0.40,0.25,1.00,1.0,1.0,0.13,+1.0,+1.0
57,Younès Belhanda,MID,tr Galatasaray,3.4,0,0.4,-0.4,2,126,153,82.4,0,6,0.0,107,123,87.0,19,24,79.2,2,0,7,3,0,0,0,0,5,1,0,20.0,1.47,0.29,0.00,0.00,0.4,0.4,0.07,-0.4,-0.4
58,Karim Bellarabi,FWD,de Bayer,4.6,1,1.2,-0.2,10,162,230,70.4,3,16,18.8,141,166,84.9,18,48,37.5,0,2,6,7,1,0,0,0,10,2,0,20.0,2.18,0.44,0.00,0.00,0.3,0.3,0.03,-0.3,-0.3
59,Lars Bender,DEF,de Bayer,3.0,0,0.3,-0.3,4,244,281,86.8,5,9,55.6,202,220,91.8,37,52,71.2,0,0,15,3,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
60,Sven Bender,DEF,de Bayer,6.0,0,0.0,0.0,0,425,454,93.6,3,4,75.0,302,314,96.2,120,136,88.2,0,0,8,1,0,1,0,0,3,2,0,66.7,0.50,0.33,0.33,0.50,0.2,0.2,0.08,+0.8,+0.8
61,Rodrigo Bentancur,MID,it Juventus,2.7,0,0.3,-0.3,3,164,184,89.1,7,12,58.3,132,141,93.6,25,31,80.6,1,0,14,1,0,0,0,0,1,0,0,0.0,0.38,0.00,0.00,0,0.0,0.0,0.04,0.0,0.0
62,Karim Benzema,FWD,es Real Madrid,5.1,2,3.1,-1.1,15,212,245,86.5,9,17,52.9,180,200,90.0,23,28,82.1,4,1,11,16,0,4,0,0,25,10,0,40.0,4.86,1.94,0.16,0.40,4.6,4.6,0.19,-0.6,-0.6
63,Yassine Benzia,MID,gr Olympiacos,0.9,0,0.0,0.0,1,30,36,83.3,0,1,0.0,20,22,90.9,10,13,76.9,0,1,4,1,1,0,0,0,1,0,0,0.0,1.17,0.00,0.00,0,0.1,0.1,0.06,-0.1,-0.1
64,Sander Berge,MID,be Genk,6.0,0,0.2,-0.2,4,224,263,85.2,2,9,22.2,150,166,90.4,72,88,81.8,0,0,19,3,1,0,0,0,4,2,1,50.0,0.67,0.33,0.00,0.00,0.2,0.2,0.05,-0.2,-0.2
65,Steven Bergwijn,MID,eng Tottenham,1.0,0,0.0,0.0,1,20,24,83.3,3,3,100.0,17,20,85.0,0,1,0.0,0,0,0,0,0,0,0,0,3,1,0,33.3,3.00,1.00,0.00,0.00,0.2,0.2,0.08,-0.2,-0.2
66,Federico Bernardeschi,MID,it Juventus,2.0,0,0.2,-0.2,1,49,64,76.6,4,9,44.4,38,44,86.4,7,11,63.6,0,4,1,1,0,1,0,0,4,2,0,50.0,2.00,1.00,0.25,0.50,0.4,0.4,0.10,+0.6,+0.6
67,Juan Bernat,DEF,fr Paris S-G,5.8,2,1.5,+0.5,6,260,299,87.0,7,13,53.8,235,257,91.4,18,29,62.1,0,0,8,7,2,0,0,0,1,0,0,0.0,0.17,0.00,0.00,0,0.0,0.0,0.05,0.0,0.0
68,Antoine Bernede,MID,at RB Salzburg,1.0,0,0.1,-0.1,1,61,63,96.8,5,5,100.0,49,49,100.0,7,9,77.8,0,0,4,1,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
69,Cristiano Biraghi,DEF,it Inter,2.5,0,0.0,0.0,1,66,97,68.0,0,2,0.0,49,61,80.3,17,34,50.0,0,3,3,0,0,0,0,0,1,1,0,100.0,0.41,0.41,0.00,0.00,0.1,0.1,0.11,-0.1,-0.1
70,Daley Blind,DEF,nl Ajax,4.7,0,0.1,-0.1,1,260,321,81.0,2,6,33.3,175,196,89.3,83,119,69.7,0,0,26,2,0,0,0,0,2,1,0,50.0,0.42,0.21,0.00,0.00,0.1,0.1,0.04,-0.1,-0.1
71,Richmond Boakye,FWD,rs Red Star,2.1,0,0.1,-0.1,3,54,61,88.5,1,2,50.0,41,44,93.2,12,15,80.0,1,0,4,1,0,1,0,0,6,1,0,16.7,2.90,0.48,0.17,1.00,0.4,0.4,0.06,+0.6,+0.6
72,Jérôme Boateng,DEF,de Bayern Munich,3.1,0,0.0,0.0,0,194,223,87.0,2,4,50.0,105,116,90.5,87,103,84.5,0,0,16,2,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
73,Serhiy Bolbat,DEF,ua Shakhtar,2.7,0,0.0,0.0,0,105,126,83.3,5,6,83.3,86,101,85.1,14,19,73.7,0,0,4,1,0,0,0,0,1,0,0,0.0,0.37,0.00,0.00,0,0.0,0.0,0.03,0.0,0.0
74,Theo Bongonda,MID,be Genk,2.9,1,0.3,+0.7,2,45,76,59.2,1,10,10.0,34,45,75.6,10,21,47.6,0,3,2,3,1,0,0,0,5,1,0,20.0,1.75,0.35,0.00,0.00,0.7,0.7,0.15,-0.7,-0.7
75,Leonardo Bonucci,DEF,it Juventus,5.0,0,0.1,-0.1,1,376,421,89.3,2,5,40.0,266,274,97.1,108,142,76.1,2,0,32,2,0,0,0,0,1,0,0,0.0,0.20,0.00,0.00,0,0.2,0.2,0.19,-0.2,-0.2
76,Neto Borges,DEF,be Genk,0.1,0,0.0,0.0,0,3,5,60.0,0,0,0,3,4,75.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
77,Jan Bořil,DEF,cz Slavia Prague,6.0,0,0.4,-0.4,4,276,348,79.3,2,11,18.2,219,247,88.7,55,90,61.1,0,0,18,8,1,1,0,0,6,2,0,33.3,1.00,0.33,0.17,0.50,0.4,0.4,0.07,+0.6,+0.6
78,Milan Borjan,GK,rs Red Star,6.0,0,0.0,0.0,0,118,206,57.3,0,1,0.0,47,47,100.0,71,158,44.9,0,0,3,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
79,Andreas Bouchalakis,MID,gr Olympiacos,5.4,0,0.2,-0.2,9,175,209,83.7,0,1,0.0,125,143,87.4,50,65,76.9,0,0,20,2,1,0,0,0,2,0,0,0.0,0.37,0.00,0.00,0,0.4,0.4,0.18,-0.4,-0.4
80,Domagoj Bradarić,DEF,fr Lille,3.0,0,0.1,-0.1,3,103,141,73.0,5,8,62.5,82,95,86.3,16,38,42.1,0,2,6,5,2,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
81,Julian Brandt,MID,de Dortmund,5.2,3,1.9,+1.1,11,204,257,79.4,7,16,43.8,165,199,82.9,32,42,76.2,4,0,16,9,1,2,0,0,9,4,0,44.4,1.73,0.77,0.22,0.50,0.8,0.8,0.09,+1.2,+1.2
82,Erling Braut Håland,FWD,at RB Salzburg,4.2,1,0.4,+0.6,4,63,91,69.2,4,9,44.4,55,76,72.4,4,6,66.7,0,0,7,2,1,8,2,2,15,9,0,60.0,3.61,2.17,0.40,0.67,5.3,3.8,0.25,+2.7,+2.2
83,Erling Braut Håland,FWD,de Dortmund,1.0,0,0.0,0.0,0,18,21,85.7,0,1,0.0,17,18,94.4,1,2,50.0,0,0,0,0,0,2,0,0,4,2,0,50.0,4.00,2.00,0.50,1.00,0.9,0.9,0.22,+1.1,+1.1
84,Claudio Bravo,GK,eng Manchester City,1.4,0,0.0,0.0,0,42,48,87.5,0,0,0,26,26,100.0,16,22,72.7,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
85,Marcelo Brozović,MID,it Inter,5.8,1,0.5,+0.5,6,299,346,86.4,7,13,53.8,221,246,89.8,71,87,81.6,0,3,20,5,0,0,0,0,5,1,0,20.0,0.86,0.17,0.00,0.00,0.3,0.3,0.06,-0.3,-0.3
86,Jacob Bruun Larsen,FWD,de Dortmund,0.2,0,0.0,0.0,0,1,1,100.0,0,0,0,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
87,Gianluigi Buffon,GK,it Juventus,1.0,0,0.0,0.0,0,33,39,84.6,3,3,100.0,15,15,100.0,15,21,71.4,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
88,Mick van Buren,FWD,cz Slavia Prague,0.5,0,0.2,-0.2,4,16,19,84.2,1,2,50.0,11,13,84.6,4,4,100.0,0,1,0,0,0,0,0,0,1,0,0,0.0,2.00,0.00,0.00,0,0.1,0.1,0.09,-0.1,-0.1
89,Roman Bürki,GK,de Dortmund,7.0,0,0.0,0.0,0,150,215,69.8,0,0,0,65,66,98.5,85,149,57.0,0,0,2,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
90,Sergio Busquets,MID,es Barcelona,3.9,0,0.0,0.0,1,245,273,89.7,4,7,57.1,189,209,90.4,52,57,91.2,3,0,17,3,0,0,0,0,1,0,0,0.0,0.26,0.00,0.00,0,0.0,0.0,0.05,0.0,0.0
91,Adem Büyük,FWD,tr Galatasaray,1.0,0,0.0,0.0,0,17,27,63.0,2,6,33.3,13,17,76.5,2,4,50.0,0,0,1,0,0,1,0,0,3,1,0,33.3,2.93,0.98,0.33,1.00,0.4,0.4,0.12,+0.6,+0.6
92,Mattia Caldara,DEF,it Atalanta,0.8,0,0.0,0.0,0,34,36,94.4,0,0,0,23,25,92.0,11,11,100.0,0,0,2,0,0,0,0,0,1,0,0,0.0,1.20,0.00,0.00,0,0.0,0.0,0.03,0.0,0.0
93,José Callejón,MID,it Napoli,4.8,1,1.6,-0.6,16,178,213,83.6,4,10,40.0,125,137,91.2,49,66,74.2,1,10,16,6,2,1,1,1,6,1,1,16.7,1.26,0.21,0.00,0.00,1.6,0.9,0.14,-0.6,-0.9
94,Mohamed Camara,MID,gr Olympiacos,4.6,0,0.2,-0.2,2,148,199,74.4,1,7,14.3,112,134,83.6,35,58,60.3,0,0,14,2,1,0,0,0,10,1,0,10.0,2.15,0.22,0.00,0.00,0.2,0.2,0.02,-0.2,-0.2
95,Emre Can,MID,de Dortmund,1.0,0,0.1,-0.1,2,66,71,93.0,0,0,0,53,57,93.0,13,14,92.9,1,0,7,1,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
96,José Cañas,MID,rs Red Star,3.5,0,0.0,0.0,0,128,142,90.1,1,1,100.0,92,102,90.2,35,39,89.7,0,0,6,0,0,0,0,0,1,1,0,100.0,0.29,0.29,0.00,0.00,0.0,0.0,0.03,0.0,0.0
97,João Cancelo,DEF,eng Manchester City,4.3,0,0.2,-0.2,4,323,364,88.7,5,10,50.0,253,274,92.3,65,80,81.3,2,0,32,7,0,0,0,0,3,1,0,33.3,0.70,0.23,0.00,0.00,0.1,0.1,0.04,-0.1,-0.1
98,Antonio Candreva,DEF,it Inter,4.3,1,1.1,-0.1,6,121,184,65.8,0,3,0.0,83,104,79.8,38,77,49.4,2,1,10,6,3,1,0,0,5,1,1,20.0,1.15,0.23,0.20,1.00,0.5,0.5,0.10,+0.5,+0.5
99,Carlos,FWD,pt Benfica,3.6,0,0.1,-0.1,2,34,46,73.9,1,5,20.0,32,40,80.0,1,1,100.0,0,0,3,4,2,1,0,0,5,2,0,40.0,1.40,0.56,0.20,0.50,0.9,0.9,0.17,+0.1,+0.1
100,Dani Carvajal,DEF,es Real Madrid,5.0,1,1.4,-0.4,10,345,402,85.8,2,15,13.3,280,306,91.5,63,81,77.8,0,0,19,7,1,0,0,0,4,4,0,100.0,0.80,0.80,0.00,0.00,0.2,0.2,0.05,-0.2,-0.2
101,Casemiro,MID,es Real Madrid,5.7,1,0.4,+0.6,7,365,414,88.2,4,11,36.4,301,322,93.5,60,81,74.1,0,0,32,7,1,1,0,0,10,4,0,40.0,1.76,0.71,0.10,0.25,0.3,0.3,0.03,+0.7,+0.7
102,Timothy Castagne,DEF,it Atalanta,4.3,0,0.6,-0.6,9,174,209,83.3,2,6,33.3,156,170,91.8,16,33,48.5,1,1,8,4,0,1,0,0,4,2,0,50.0,0.94,0.47,0.25,0.50,1.2,1.2,0.46,-0.2,-0.2
103,Edinson Cavani,FWD,fr Paris S-G,0.4,0,0.0,0.0,0,11,15,73.3,0,0,0,10,13,76.9,1,2,50.0,0,0,0,0,0,1,1,1,0,0,0,0,0.00,0.00,0,0,0.8,0.0,0,+0.2,0.0
104,Zeki Çelik,DEF,fr Lille,6.0,0,0.8,-0.8,11,246,313,78.6,6,15,40.0,204,233,87.6,36,65,55.4,1,0,12,8,1,0,0,0,2,1,0,50.0,0.33,0.17,0.00,0.00,0.3,0.3,0.15,-0.3,-0.3
